danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
0.734,0.692,0.16666666666666666,0.10378333333333334,0.0,0.0555,0.0221,0.0,0.224,0.348
0.798,0.793,0.08333333333333333,0.06543333333333333,1.0,0.32,0.0665,0.0,0.297,0.494
0.548,0.506,0.3333333333333333,0.1239,0.0,0.102,0.203,0.0001,0.0788,0.557
0.79,0.61,0.75,0.11596666666666668,0.0,0.102,0.0613,0.0,0.243,0.62
0.903,0.621,0.6666666666666666,0.07618333333333333,1.0,0.203,0.0076,2.58e-05,0.0987,0.167
0.786,0.701,0.5833333333333334,0.10835,0.0,0.222,0.189,0.0,0.109,0.601
0.574,0.812,0.75,0.06968333333333333,0.0,0.396,0.00757,0.0,0.15,0.488
0.691,0.598,0.4166666666666667,0.12628333333333333,1.0,0.272,0.000323,7.98e-05,0.204,0.183
0.85,0.481,0.0,0.15206666666666668,0.0,0.494,0.0406,0.0,0.113,0.231
0.7,0.728,0.9166666666666666,0.06761666666666667,1.0,0.704,0.563,0.0,0.112,0.367
0.696,0.602,0.08333333333333333,0.11701666666666667,0.0,0.281,0.0483,0.0,0.0819,0.474
0.842,0.648,0.5,0.13936666666666667,1.0,0.271,0.0772,0.0,0.214,0.594
0.768,0.788,0.5,0.09705000000000001,0.0,0.258,0.187,0.0,0.632,0.526
0.618,0.492,0.08333333333333333,0.17973333333333336,1.0,0.335,0.024,0.0,0.0902,0.406
0.837,0.816,0.25,0.07531666666666667,0.0,0.223,0.132,0.0,0.094,0.512
0.773,0.583,0.75,0.13498333333333334,0.0,0.315,0.0824,0.0,0.277,0.799
0.797,0.581,0.08333333333333333,0.10921666666666667,0.0,0.0681,0.101,0.0,0.0569,0.37
0.656,0.697,0.08333333333333333,0.06631666666666666,1.0,0.361,0.000108,0.0,0.161,0.2
0.83,0.562,0.3333333333333333,0.11726666666666666,0.0,0.207,0.0198,0.0,0.265,0.316
0.664,0.561,0.6666666666666666,0.12866666666666665,0.0,0.0506,0.145,0.0,0.143,0.489
0.674,0.572,0.0,0.1474,0.0,0.403,0.106,0.0,0.104,0.667
0.538,0.678,0.16666666666666666,0.09351666666666666,1.0,0.381,0.0519,0.0,0.119,0.524
0.874,0.731,0.6666666666666666,0.06968333333333333,1.0,0.3,0.386,2.09e-05,0.154,0.597
0.704,0.717,0.6666666666666666,0.08111666666666667,1.0,0.132,0.3,0.0,0.428,0.703
0.866,0.548,0.08333333333333333,0.11208333333333333,1.0,0.372,0.051,0.0,0.0982,0.691
0.896,0.78,0.08333333333333333,0.05911666666666667,1.0,0.202,0.0828,0.0,0.0857,0.85
0.681,0.572,0.9166666666666666,0.17401666666666668,0.0,0.0708,0.131,0.0,0.181,0.758
0.888,0.715,0.6666666666666666,0.05628333333333333,0.0,0.274,0.128,0.0,0.0898,0.557
0.788,0.513,0.5833333333333334,0.15933333333333335,1.0,0.535,0.418,0.0,0.125,0.663
0.883,0.788,0.75,0.07415,1.0,0.121,0.0273,0.0,0.0983,0.568
0.965,0.308,0.5833333333333334,0.1776,1.0,0.383,0.378,0.0,0.0986,0.312
0.87,0.494,0.4166666666666667,0.11918333333333334,1.0,0.38,0.493,0.0,0.303,0.59
0.542,0.57,0.25,0.0951,0.0,0.227,0.19,0.0,0.124,0.583
0.6,0.723,0.5,0.08213333333333334,0.0,0.158,0.109,0.0,0.167,0.463
0.949,0.55,0.4166666666666667,0.1154,0.0,0.277,0.134,0.0,0.0966,0.64
0.784,0.571,0.08333333333333333,0.15098333333333333,1.0,0.188,0.0487,0.0,0.0882,0.0961
0.871,0.715,0.25,0.13046666666666668,0.0,0.147,0.196,0.0,0.14,0.378
0.72,0.618,0.5,0.10826666666666668,0.0,0.22,0.49,0.0,0.173,0.446
0.919,0.566,0.3333333333333333,0.10233333333333333,0.0,0.301,0.0596,0.0,0.334,0.734
0.816,0.45,0.08333333333333333,0.19285,0.0,0.448,0.0867,0.0,0.126,0.425
0.912,0.568,0.16666666666666666,0.10178333333333334,1.0,0.476,0.0656,0.000105,0.0521,0.491
0.675,0.678,0.9166666666666666,0.08616666666666667,1.0,0.361,0.314,0.0,0.0688,0.712
0.951,0.51,0.08333333333333333,0.08001666666666667,1.0,0.133,0.00308,3.06e-06,0.112,0.135
0.787,0.501,0.08333333333333333,0.1522,1.0,0.25,0.0857,1.21e-05,0.115,0.361
0.806,0.498,0.8333333333333334,0.11576666666666666,1.0,0.279,0.517,1.86e-06,0.147,0.322
0.961,0.665,0.08333333333333333,0.10658333333333332,1.0,0.136,0.0766,0.0,0.11,0.0515
0.731,0.667,0.5,0.11121666666666667,1.0,0.106,0.544,0.0,0.122,0.679
0.972,0.647,0.9166666666666666,0.14331666666666668,0.0,0.177,0.0655,0.0,0.0906,0.542
0.588,0.682,0.9166666666666666,0.12378333333333333,0.0,0.384,0.0881,0.0,0.154,0.501
0.791,0.759,0.8333333333333334,0.12296666666666667,0.0,0.129,0.0314,0.674,0.255,0.619
0.884,0.472,0.9166666666666666,0.2296,1.0,0.346,0.0142,0.0,0.142,0.826
0.847,0.807,0.9166666666666666,0.1258,0.0,0.378,0.185,0.0,0.514,0.698
0.766,0.793,0.3333333333333333,0.11063333333333333,0.0,0.165,0.0294,7.97e-06,0.173,0.647
0.433,0.862,0.08333333333333333,0.06483333333333334,0.0,0.412,0.193,0.0,0.604,0.722
0.813,0.693,0.8333333333333334,0.13333333333333333,0.0,0.266,0.0341,0.0,0.121,0.618
0.904,0.577,0.08333333333333333,0.12155,1.0,0.132,0.125,0.0,0.115,0.7
0.816,0.471,0.8333333333333334,0.22073333333333334,0.0,0.291,0.112,0.0,0.117,0.742
0.897,0.612,0.9166666666666666,0.17481666666666668,1.0,0.211,0.0297,0.186,0.0894,0.767
0.787,0.984,0.8333333333333334,0.0552,0.0,0.166,0.15,0.0,0.0769,0.572
0.709,0.902,0.08333333333333333,0.05653333333333333,0.0,0.188,0.0364,0.0,0.0219,0.878
0.83,0.797,0.5833333333333334,0.11044999999999999,1.0,0.152,0.00257,0.0,0.272,0.886
0.878,0.311,0.08333333333333333,0.29001666666666664,1.0,0.324,0.0953,0.0,0.0808,0.486
0.793,0.907,0.08333333333333333,0.12435,1.0,0.182,0.0231,0.00738,0.0798,0.826
0.867,0.679,0.8333333333333334,0.20046666666666668,0.0,0.207,0.0336,1.59e-06,0.0742,0.68
0.823,0.723,0.08333333333333333,0.2595166666666667,0.0,0.272,0.0092,0.103,0.12,0.146
0.863,0.543,0.5,0.22495,1.0,0.13,0.0507,0.0,0.241,0.799
0.62,0.445,0.08333333333333333,0.2859,0.0,0.382,0.00273,0.0145,0.333,0.587
0.711,0.595,0.08333333333333333,0.2165,1.0,0.036,0.0484,0.0327,0.208,0.836
0.788,0.446,0.5833333333333334,0.3032166666666667,1.0,0.188,0.00655,0.000128,0.0713,0.783
0.614,0.621,0.5,0.17383333333333334,0.0,0.362,0.0308,0.000316,0.145,0.643
0.794,0.536,0.0,0.23911666666666667,1.0,0.307,0.0121,2.48e-06,0.35,0.528
0.926,0.427,0.5,0.17885,1.0,0.115,0.0258,0.000281,0.329,0.634
0.71,0.515,0.08333333333333333,0.23171666666666668,1.0,0.39,0.00523,1.75e-06,0.0895,0.388
0.731,0.857,0.75,0.22263333333333335,1.0,0.19,0.0798,8.8e-06,0.0772,0.691
0.886,0.512,0.8333333333333334,0.19708333333333333,0.0,0.237,0.207,0.0,0.0991,0.454
0.805,0.822,0.9166666666666666,0.11341666666666667,0.0,0.198,0.149,0.0,0.115,0.788
0.887,0.847,0.5833333333333334,0.18141666666666667,1.0,0.253,0.115,8.24e-05,0.216,0.739
0.846,0.795,0.9166666666666666,0.1664,1.0,0.28,0.0572,0.0,0.307,0.874
0.77,0.656,0.8333333333333334,0.18615,0.0,0.246,0.11,0.0,0.0793,0.788
0.848,0.666,0.0,0.10911666666666667,1.0,0.274,0.173,0.000699,0.129,0.744
0.677,0.54,0.5833333333333334,0.24065,1.0,0.0627,0.0455,1.84e-06,0.845,0.469
0.699,0.692,0.16666666666666666,0.13803333333333334,1.0,0.426,0.105,0.0,0.096,0.909
0.862,0.663,0.0,0.15006666666666665,1.0,0.21,0.12,0.0,0.318,0.837
0.779,0.641,0.16666666666666666,0.18713333333333332,1.0,0.158,0.134,8.19e-06,0.0831,0.885
0.894,0.698,0.5,0.13773333333333332,0.0,0.275,0.0279,3.56e-06,0.329,0.695
0.867,0.597,0.5833333333333334,0.14293333333333333,1.0,0.254,0.00633,0.0,0.279,0.393
0.797,0.5,0.8333333333333334,0.27215,0.0,0.167,0.175,0.0227,0.109,0.327
0.837,0.692,0.5833333333333334,0.07085000000000001,1.0,0.337,0.0383,0.0,0.212,0.805
0.858,0.609,0.08333333333333333,0.17825,1.0,0.113,0.0542,9.04e-05,0.315,0.478
0.759,0.756,0.3333333333333333,0.13574999999999998,0.0,0.266,0.0903,2.36e-06,0.265,0.613
0.884,0.334,0.08333333333333333,0.3157166666666667,0.0,0.228,0.0476,0.0588,0.107,0.571
0.781,0.872,0.5,0.18163333333333334,1.0,0.342,0.195,0.0,0.35,0.816
0.755,0.459,0.4166666666666667,0.214,0.0,0.358,0.115,0.0,0.0851,0.597
0.899,0.787,0.16666666666666666,0.12786666666666666,1.0,0.106,0.0943,0.00194,0.0509,0.624
0.801,0.529,0.08333333333333333,0.24791666666666667,1.0,0.0962,0.0406,0.000609,0.0936,0.721
0.727,0.489,0.08333333333333333,0.133,1.0,0.302,0.105,0.0,0.0666,0.227
0.7,0.666,0.9166666666666666,0.21415,0.0,0.517,0.232,0.0,0.297,0.733
0.965,0.449,0.0,0.25375,1.0,0.237,0.0502,1.17e-06,0.267,0.722
0.811,0.487,0.5833333333333334,0.21686666666666668,1.0,0.309,0.0106,0.0,0.239,0.649
0.755,0.578,0.0,0.14886666666666667,0.0,0.145,0.316,0.0,0.25,0.581
0.804,0.862,0.4166666666666667,0.0832,1.0,0.182,0.189,1.17e-06,0.174,0.721
0.743,0.604,0.6666666666666666,0.1448,0.0,0.0674,0.415,0.0,0.27,0.602
0.668,0.684,0.5833333333333334,0.14628333333333332,0.0,0.0516,0.00825,0.126,0.134,0.205
0.579,0.662,0.08333333333333333,0.09573333333333332,0.0,0.182,0.00967,0.0,0.13,0.234
0.85,0.622,0.4166666666666667,0.07508333333333334,0.0,0.175,0.394,0.0,0.124,0.61
0.643,0.608,0.4166666666666667,0.14076666666666665,0.0,0.152,0.0984,0.000101,0.247,0.564
0.747,0.689,0.9166666666666666,0.12076666666666667,1.0,0.242,0.197,0.0,0.0884,0.75
0.744,0.777,0.0,0.09295,1.0,0.353,0.461,0.0,0.767,0.813
0.626,0.655,0.16666666666666666,0.1579833333333333,0.0,0.308,0.263,0.0,0.122,0.463
0.689,0.393,0.0,0.15298333333333333,0.0,0.0876,0.209,0.0,0.122,0.513
0.746,0.658,0.3333333333333333,0.11705,0.0,0.0408,0.0559,0.00206,0.108,0.191
0.83,0.467,0.5,0.12006666666666667,0.0,0.0872,0.0512,0.0,0.0648,0.529
0.921,0.462,0.6666666666666666,0.10475,1.0,0.264,0.204,0.0,0.102,0.279
0.636,0.448,0.08333333333333333,0.14948333333333333,1.0,0.0359,0.335,0.0,0.17,0.186
0.505,0.724,0.08333333333333333,0.11528333333333333,1.0,0.176,0.0932,0.0,0.508,0.527
0.732,0.689,0.16666666666666666,0.10915000000000001,1.0,0.0438,0.0374,0.0,0.108,0.19
0.506,0.416,0.08333333333333333,0.13561666666666666,1.0,0.165,0.773,0.00184,0.108,0.415
0.791,0.795,0.08333333333333333,0.07986666666666667,0.0,0.146,0.319,0.186,0.0864,0.776
0.586,0.547,0.3333333333333333,0.12305,0.0,0.095,0.502,0.0,0.0963,0.35
0.641,0.814,0.5833333333333334,0.06643333333333333,1.0,0.042,0.00867,0.0,0.0841,0.263
0.831,0.499,0.9166666666666666,0.1407,0.0,0.114,0.269,0.0,0.3,0.511
0.544,0.744,0.5,0.08345,1.0,0.0889,0.185,0.0,0.336,0.572
0.874,0.635,0.6666666666666666,0.11171666666666667,1.0,0.164,0.0326,0.0,0.0676,0.369
0.917,0.84,0.75,0.07213333333333334,0.0,0.203,0.107,0.0,0.0803,0.842
0.569,0.657,0.0,0.11065,1.0,0.0425,0.108,0.0,0.108,0.111
0.85,0.546,0.5,0.09615,1.0,0.138,0.24,0.000581,0.152,0.715
0.789,0.419,0.08333333333333333,0.16456666666666667,0.0,0.157,0.249,0.0257,0.123,0.542
0.848,0.809,0.5833333333333334,0.06596666666666667,0.0,0.21,0.0586,0.0,0.128,0.756
0.796,0.792,0.5833333333333334,0.09359999999999999,1.0,0.184,0.246,0.0,0.101,0.56
0.864,0.699,0.4166666666666667,0.06838333333333332,0.0,0.0994,0.239,0.0,0.233,0.818
0.735,0.449,0.8333333333333334,0.12511666666666665,1.0,0.347,0.629,0.0,0.113,0.0397
0.578,0.586,0.75,0.12626666666666667,0.0,0.172,0.0291,4.36e-05,0.135,0.364
0.916,0.682,0.9166666666666666,0.06608333333333333,0.0,0.334,0.0629,1.74e-06,0.0801,0.67
0.868,0.496,0.08333333333333333,0.11474999999999999,1.0,0.217,0.18,0.0,0.143,0.212
0.597,0.477,0.08333333333333333,0.16063333333333332,0.0,0.642,0.137,0.0,0.113,0.512
0.779,0.458,0.25,0.1525,0.0,0.579,0.0908,0.0,0.0852,0.559
0.59,0.772,0.08333333333333333,0.05998333333333334,1.0,0.172,0.264,0.0,0.34,0.748
0.959,0.508,0.16666666666666666,0.13095,1.0,0.257,0.144,9.82e-05,0.136,0.346
0.774,0.639,0.9166666666666666,0.09358333333333334,0.0,0.0901,0.158,0.0,0.479,0.723
0.551,0.674,0.5833333333333334,0.08583333333333334,1.0,0.425,0.0446,0.0,0.0922,0.55
0.84,0.304,0.0,0.10866666666666666,1.0,0.101,0.0732,1.76e-05,0.115,0.656
0.609,0.757,0.16666666666666666,0.09341666666666668,1.0,0.119,0.299,0.0,0.63,0.379
0.709,0.562,0.9166666666666666,0.1721,1.0,0.116,0.048,0.0,0.207,0.265
0.945,0.65,0.08333333333333333,0.11785,1.0,0.154,0.000515,0.0,0.135,0.804
0.802,0.371,0.8333333333333334,0.19126666666666667,0.0,0.293,0.287,0.000221,0.568,0.826
0.815,0.567,0.8333333333333334,0.07755,0.0,0.135,0.156,0.0,0.0884,0.732
0.542,0.434,0.75,0.18616666666666667,1.0,0.0645,0.176,0.0,0.178,0.0702
0.63,0.764,0.6666666666666666,0.07836666666666667,0.0,0.359,0.0102,0.0,0.0905,0.518
0.717,0.614,0.08333333333333333,0.13291666666666666,0.0,0.299,0.166,0.0,0.0473,0.807
0.924,0.766,0.8333333333333334,0.0682,0.0,0.256,0.051,0.0,0.0981,0.455
0.72,0.651,0.8333333333333334,0.12283333333333334,1.0,0.185,0.031,0.0,0.354,0.382
0.898,0.468,0.3333333333333333,0.12551666666666667,0.0,0.067,0.049,0.0,0.107,0.171
0.614,0.707,0.9166666666666666,0.1016,0.0,0.338,0.0595,4.32e-06,0.215,0.469
0.569,0.519,0.5,0.09066666666666667,0.0,0.0464,0.00756,0.0,0.0809,0.0769
0.748,0.59,0.16666666666666666,0.147,1.0,0.179,0.0721,5.02e-06,0.0911,0.215
0.813,0.615,0.8333333333333334,0.09373333333333332,0.0,0.132,0.061,0.0,0.654,0.321
0.753,0.502,0.08333333333333333,0.11464999999999999,1.0,0.264,0.0439,1.54e-06,0.128,0.349
0.732,0.611,0.5833333333333334,0.14086666666666667,1.0,0.457,0.015,0.0,0.541,0.335
0.703,0.736,0.75,0.06298333333333334,0.0,0.107,0.129,0.0,0.313,0.629
0.766,0.579,0.75,0.14043333333333333,0.0,0.287,0.107,0.000642,0.143,0.217
0.732,0.654,0.5833333333333334,0.10226666666666667,0.0,0.045,0.102,0.0,0.215,0.369
0.732,0.511,0.5,0.11298333333333334,1.0,0.0541,0.276,0.0,0.0916,0.62
0.727,0.496,0.4166666666666667,0.17309999999999998,0.0,0.178,0.0893,0.00011,0.0987,0.504
0.836,0.624,0.3333333333333333,0.1125,0.0,0.184,0.187,0.0,0.138,0.7
0.704,0.688,0.4166666666666667,0.08236666666666667,1.0,0.0611,0.437,0.0,0.121,0.632
0.834,0.454,0.08333333333333333,0.1625,0.0,0.201,0.321,6.15e-06,0.114,0.837
0.727,0.645,0.08333333333333333,0.11421666666666666,1.0,0.0658,0.0969,0.0,0.114,0.343
0.676,0.609,0.16666666666666666,0.09718333333333334,0.0,0.481,0.0706,0.0,0.152,0.508
0.633,0.471,0.08333333333333333,0.15473333333333333,1.0,0.282,0.028,4.42e-06,0.166,0.375
0.84,0.692,0.6666666666666666,0.08998333333333333,1.0,0.0356,0.00181,0.0,0.344,0.145
0.808,0.377,0.6666666666666666,0.1683,0.0,0.0961,0.569,1.75e-05,0.097,0.308
0.387,0.484,0.0,0.12805,0.0,0.053,0.681,0.0,0.237,0.443
0.822,0.743,0.8333333333333334,0.07953333333333333,0.0,0.28,0.016,0.0,0.127,0.636
0.633,0.696,0.4166666666666667,0.09726666666666667,1.0,0.289,0.593,0.0,0.131,0.717
0.628,0.443,0.6666666666666666,0.14838333333333334,1.0,0.5,0.645,0.0,0.118,0.853
0.915,0.306,0.08333333333333333,0.29638333333333333,1.0,0.393,0.0225,4.52e-05,0.0784,0.609
0.877,0.529,0.0,0.10391666666666667,0.0,0.0461,0.479,0.00159,0.094,0.422
0.781,0.524,0.5,0.12516666666666668,1.0,0.0562,0.683,0.0002,0.12,0.586
0.833,0.589,0.75,0.10640000000000001,0.0,0.231,0.121,0.0,0.299,0.536
0.66,0.664,0.0,0.07365,1.0,0.0491,0.239,0.0,0.256,0.432
0.814,0.57,0.3333333333333333,0.11903333333333334,0.0,0.0412,0.476,0.000292,0.134,0.544
0.705,0.697,0.9166666666666666,0.10391666666666667,0.0,0.0937,0.0545,1.08e-06,0.252,0.751
0.856,0.719,0.16666666666666666,0.08398333333333333,1.0,0.264,0.155,0.0,0.3,0.498
0.803,0.759,0.5833333333333334,0.0782,0.0,0.0494,0.00509,0.0,0.0921,0.284
0.757,0.673,0.5833333333333334,0.11703333333333334,1.0,0.12,0.0499,0.0,0.241,0.449
0.919,0.609,0.75,0.08431666666666666,1.0,0.262,0.0096,0.0,0.124,0.418
0.833,0.656,0.08333333333333333,0.0738,0.0,0.168,0.306,0.000616,0.406,0.89
0.834,0.531,0.08333333333333333,0.09513333333333333,1.0,0.36,0.0662,0.0,0.136,0.415
0.884,0.592,0.8333333333333334,0.10099999999999999,0.0,0.3,0.000938,0.00011,0.0812,0.664
0.859,0.714,0.4166666666666667,0.07503333333333333,1.0,0.267,0.186,0.0,0.0826,0.92
0.878,0.793,0.08333333333333333,0.07906666666666666,1.0,0.188,0.0539,0.0,0.0934,0.656
0.918,0.434,0.75,0.15901666666666667,1.0,0.173,0.569,3.14e-06,0.123,0.75
0.893,0.579,0.75,0.14991666666666664,1.0,0.113,0.0641,0.000121,0.215,0.611
